"Label (Grouping)","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Now married (except separated)!!Estimate","United States!!Now married (except separated)!!Margin of Error","United States!!Widowed!!Estimate","United States!!Widowed!!Margin of Error","United States!!Divorced!!Estimate","United States!!Divorced!!Margin of Error","United States!!Separated!!Estimate","United States!!Separated!!Margin of Error","United States!!Never married!!Estimate","United States!!Never married!!Margin of Error","Alabama!!Total!!Estimate","Alabama!!Total!!Margin of Error","Alabama!!Now married (except separated)!!Estimate","Alabama!!Now married (except separated)!!Margin of Error","Alabama!!Widowed!!Estimate","Alabama!!Widowed!!Margin of Error","Alabama!!Divorced!!Estimate","Alabama!!Divorced!!Margin of Error","Alabama!!Separated!!Estimate","Alabama!!Separated!!Margin of Error","Alabama!!Never married!!Estimate","Alabama!!Never married!!Margin of Error","Arizona!!Total!!Estimate","Arizona!!Total!!Margin of Error","Arizona!!Now married (except separated)!!Estimate","Arizona!!Now married (except separated)!!Margin of Error","Arizona!!Widowed!!Estimate","Arizona!!Widowed!!Margin of Error","Arizona!!Divorced!!Estimate","Arizona!!Divorced!!Margin of Error","Arizona!!Separated!!Estimate","Arizona!!Separated!!Margin of Error","Arizona!!Never married!!Estimate","Arizona!!Never married!!Margin of Error","Arkansas!!Total!!Estimate","Arkansas!!Total!!Margin of Error","Arkansas!!Now married (except separated)!!Estimate","Arkansas!!Now married (except separated)!!Margin of Error","Arkansas!!Widowed!!Estimate","Arkansas!!Widowed!!Margin of Error","Arkansas!!Divorced!!Estimate","Arkansas!!Divorced!!Margin of Error","Arkansas!!Separated!!Estimate","Arkansas!!Separated!!Margin of Error","Arkansas!!Never married!!Estimate","Arkansas!!Never married!!Margin of Error","California!!Total!!Estimate","California!!Total!!Margin of Error","California!!Now married (except separated)!!Estimate","California!!Now married (except separated)!!Margin of Error","California!!Widowed!!Estimate","California!!Widowed!!Margin of Error","California!!Divorced!!Estimate","California!!Divorced!!Margin of Error","California!!Separated!!Estimate","California!!Separated!!Margin of Error","California!!Never married!!Estimate","California!!Never married!!Margin of Error","Connecticut!!Total!!Estimate","Connecticut!!Total!!Margin of Error","Connecticut!!Now married (except separated)!!Estimate","Connecticut!!Now married (except separated)!!Margin of Error","Connecticut!!Widowed!!Estimate","Connecticut!!Widowed!!Margin of Error","Connecticut!!Divorced!!Estimate","Connecticut!!Divorced!!Margin of Error","Connecticut!!Separated!!Estimate","Connecticut!!Separated!!Margin of Error","Connecticut!!Never married!!Estimate","Connecticut!!Never married!!Margin of Error","Florida!!Total!!Estimate","Florida!!Total!!Margin of Error","Florida!!Now married (except separated)!!Estimate","Florida!!Now married (except separated)!!Margin of Error","Florida!!Widowed!!Estimate","Florida!!Widowed!!Margin of Error","Florida!!Divorced!!Estimate","Florida!!Divorced!!Margin of Error","Florida!!Separated!!Estimate","Florida!!Separated!!Margin of Error","Florida!!Never married!!Estimate","Florida!!Never married!!Margin of Error","Georgia!!Total!!Estimate","Georgia!!Total!!Margin of Error","Georgia!!Now married (except separated)!!Estimate","Georgia!!Now married (except separated)!!Margin of Error","Georgia!!Widowed!!Estimate","Georgia!!Widowed!!Margin of Error","Georgia!!Divorced!!Estimate","Georgia!!Divorced!!Margin of Error","Georgia!!Separated!!Estimate","Georgia!!Separated!!Margin of Error","Georgia!!Never married!!Estimate","Georgia!!Never married!!Margin of Error","Idaho!!Total!!Estimate","Idaho!!Total!!Margin of Error","Idaho!!Now married (except separated)!!Estimate","Idaho!!Now married (except separated)!!Margin of Error","Idaho!!Widowed!!Estimate","Idaho!!Widowed!!Margin of Error","Idaho!!Divorced!!Estimate","Idaho!!Divorced!!Margin of Error","Idaho!!Separated!!Estimate","Idaho!!Separated!!Margin of Error","Idaho!!Never married!!Estimate","Idaho!!Never married!!Margin of Error","Illinois!!Total!!Estimate","Illinois!!Total!!Margin of Error","Illinois!!Now married (except separated)!!Estimate","Illinois!!Now married (except separated)!!Margin of Error","Illinois!!Widowed!!Estimate","Illinois!!Widowed!!Margin of Error","Illinois!!Divorced!!Estimate","Illinois!!Divorced!!Margin of Error","Illinois!!Separated!!Estimate","Illinois!!Separated!!Margin of Error","Illinois!!Never married!!Estimate","Illinois!!Never married!!Margin of Error","Indiana!!Total!!Estimate","Indiana!!Total!!Margin of Error","Indiana!!Now married (except separated)!!Estimate","Indiana!!Now married (except separated)!!Margin of Error","Indiana!!Widowed!!Estimate","Indiana!!Widowed!!Margin of Error","Indiana!!Divorced!!Estimate","Indiana!!Divorced!!Margin of Error","Indiana!!Separated!!Estimate","Indiana!!Separated!!Margin of Error","Indiana!!Never married!!Estimate","Indiana!!Never married!!Margin of Error","Kansas!!Total!!Estimate","Kansas!!Total!!Margin of Error","Kansas!!Now married (except separated)!!Estimate","Kansas!!Now married (except separated)!!Margin of Error","Kansas!!Widowed!!Estimate","Kansas!!Widowed!!Margin of Error","Kansas!!Divorced!!Estimate","Kansas!!Divorced!!Margin of Error","Kansas!!Separated!!Estimate","Kansas!!Separated!!Margin of Error","Kansas!!Never married!!Estimate","Kansas!!Never married!!Margin of Error","Kentucky!!Total!!Estimate","Kentucky!!Total!!Margin of Error","Kentucky!!Now married (except separated)!!Estimate","Kentucky!!Now married (except separated)!!Margin of Error","Kentucky!!Widowed!!Estimate","Kentucky!!Widowed!!Margin of Error","Kentucky!!Divorced!!Estimate","Kentucky!!Divorced!!Margin of Error","Kentucky!!Separated!!Estimate","Kentucky!!Separated!!Margin of Error","Kentucky!!Never married!!Estimate","Kentucky!!Never married!!Margin of Error","Louisiana!!Total!!Estimate","Louisiana!!Total!!Margin of Error","Louisiana!!Now married (except separated)!!Estimate","Louisiana!!Now married (except separated)!!Margin of Error","Louisiana!!Widowed!!Estimate","Louisiana!!Widowed!!Margin of Error","Louisiana!!Divorced!!Estimate","Louisiana!!Divorced!!Margin of Error","Louisiana!!Separated!!Estimate","Louisiana!!Separated!!Margin of Error","Louisiana!!Never married!!Estimate","Louisiana!!Never married!!Margin of Error","Maine!!Total!!Estimate","Maine!!Total!!Margin of Error","Maine!!Now married (except separated)!!Estimate","Maine!!Now married (except separated)!!Margin of Error","Maine!!Widowed!!Estimate","Maine!!Widowed!!Margin of Error","Maine!!Divorced!!Estimate","Maine!!Divorced!!Margin of Error","Maine!!Separated!!Estimate","Maine!!Separated!!Margin of Error","Maine!!Never married!!Estimate","Maine!!Never married!!Margin of Error","Maryland!!Total!!Estimate","Maryland!!Total!!Margin of Error","Maryland!!Now married (except separated)!!Estimate","Maryland!!Now married (except separated)!!Margin of Error","Maryland!!Widowed!!Estimate","Maryland!!Widowed!!Margin of Error","Maryland!!Divorced!!Estimate","Maryland!!Divorced!!Margin of Error","Maryland!!Separated!!Estimate","Maryland!!Separated!!Margin of Error","Maryland!!Never married!!Estimate","Maryland!!Never married!!Margin of Error","Missouri!!Total!!Estimate","Missouri!!Total!!Margin of Error","Missouri!!Now married (except separated)!!Estimate","Missouri!!Now married (except separated)!!Margin of Error","Missouri!!Widowed!!Estimate","Missouri!!Widowed!!Margin of Error","Missouri!!Divorced!!Estimate","Missouri!!Divorced!!Margin of Error","Missouri!!Separated!!Estimate","Missouri!!Separated!!Margin of Error","Missouri!!Never married!!Estimate","Missouri!!Never married!!Margin of Error","Nebraska!!Total!!Estimate","Nebraska!!Total!!Margin of Error","Nebraska!!Now married (except separated)!!Estimate","Nebraska!!Now married (except separated)!!Margin of Error","Nebraska!!Widowed!!Estimate","Nebraska!!Widowed!!Margin of Error","Nebraska!!Divorced!!Estimate","Nebraska!!Divorced!!Margin of Error","Nebraska!!Separated!!Estimate","Nebraska!!Separated!!Margin of Error","Nebraska!!Never married!!Estimate","Nebraska!!Never married!!Margin of Error","Nevada!!Total!!Estimate","Nevada!!Total!!Margin of Error","Nevada!!Now married (except separated)!!Estimate","Nevada!!Now married (except separated)!!Margin of Error","Nevada!!Widowed!!Estimate","Nevada!!Widowed!!Margin of Error","Nevada!!Divorced!!Estimate","Nevada!!Divorced!!Margin of Error","Nevada!!Separated!!Estimate","Nevada!!Separated!!Margin of Error","Nevada!!Never married!!Estimate","Nevada!!Never married!!Margin of Error","New Hampshire!!Total!!Estimate","New Hampshire!!Total!!Margin of Error","New Hampshire!!Now married (except separated)!!Estimate","New Hampshire!!Now married (except separated)!!Margin of Error","New Hampshire!!Widowed!!Estimate","New Hampshire!!Widowed!!Margin of Error","New Hampshire!!Divorced!!Estimate","New Hampshire!!Divorced!!Margin of Error","New Hampshire!!Separated!!Estimate","New Hampshire!!Separated!!Margin of Error","New Hampshire!!Never married!!Estimate","New Hampshire!!Never married!!Margin of Error","New Jersey!!Total!!Estimate","New Jersey!!Total!!Margin of Error","New Jersey!!Now married (except separated)!!Estimate","New Jersey!!Now married (except separated)!!Margin of Error","New Jersey!!Widowed!!Estimate","New Jersey!!Widowed!!Margin of Error","New Jersey!!Divorced!!Estimate","New Jersey!!Divorced!!Margin of Error","New Jersey!!Separated!!Estimate","New Jersey!!Separated!!Margin of Error","New Jersey!!Never married!!Estimate","New Jersey!!Never married!!Margin of Error","New Mexico!!Total!!Estimate","New Mexico!!Total!!Margin of Error","New Mexico!!Now married (except separated)!!Estimate","New Mexico!!Now married (except separated)!!Margin of Error","New Mexico!!Widowed!!Estimate","New Mexico!!Widowed!!Margin of Error","New Mexico!!Divorced!!Estimate","New Mexico!!Divorced!!Margin of Error","New Mexico!!Separated!!Estimate","New Mexico!!Separated!!Margin of Error","New Mexico!!Never married!!Estimate","New Mexico!!Never married!!Margin of Error","New York!!Total!!Estimate","New York!!Total!!Margin of Error","New York!!Now married (except separated)!!Estimate","New York!!Now married (except separated)!!Margin of Error","New York!!Widowed!!Estimate","New York!!Widowed!!Margin of Error","New York!!Divorced!!Estimate","New York!!Divorced!!Margin of Error","New York!!Separated!!Estimate","New York!!Separated!!Margin of Error","New York!!Never married!!Estimate","New York!!Never married!!Margin of Error","North Carolina!!Total!!Estimate","North Carolina!!Total!!Margin of Error","North Carolina!!Now married (except separated)!!Estimate","North Carolina!!Now married (except separated)!!Margin of Error","North Carolina!!Widowed!!Estimate","North Carolina!!Widowed!!Margin of Error","North Carolina!!Divorced!!Estimate","North Carolina!!Divorced!!Margin of Error","North Carolina!!Separated!!Estimate","North Carolina!!Separated!!Margin of Error","North Carolina!!Never married!!Estimate","North Carolina!!Never married!!Margin of Error","Ohio!!Total!!Estimate","Ohio!!Total!!Margin of Error","Ohio!!Now married (except separated)!!Estimate","Ohio!!Now married (except separated)!!Margin of Error","Ohio!!Widowed!!Estimate","Ohio!!Widowed!!Margin of Error","Ohio!!Divorced!!Estimate","Ohio!!Divorced!!Margin of Error","Ohio!!Separated!!Estimate","Ohio!!Separated!!Margin of Error","Ohio!!Never married!!Estimate","Ohio!!Never married!!Margin of Error","Oklahoma!!Total!!Estimate","Oklahoma!!Total!!Margin of Error","Oklahoma!!Now married (except separated)!!Estimate","Oklahoma!!Now married (except separated)!!Margin of Error","Oklahoma!!Widowed!!Estimate","Oklahoma!!Widowed!!Margin of Error","Oklahoma!!Divorced!!Estimate","Oklahoma!!Divorced!!Margin of Error","Oklahoma!!Separated!!Estimate","Oklahoma!!Separated!!Margin of Error","Oklahoma!!Never married!!Estimate","Oklahoma!!Never married!!Margin of Error","Oregon!!Total!!Estimate","Oregon!!Total!!Margin of Error","Oregon!!Now married (except separated)!!Estimate","Oregon!!Now married (except separated)!!Margin of Error","Oregon!!Widowed!!Estimate","Oregon!!Widowed!!Margin of Error","Oregon!!Divorced!!Estimate","Oregon!!Divorced!!Margin of Error","Oregon!!Separated!!Estimate","Oregon!!Separated!!Margin of Error","Oregon!!Never married!!Estimate","Oregon!!Never married!!Margin of Error","Pennsylvania!!Total!!Estimate","Pennsylvania!!Total!!Margin of Error","Pennsylvania!!Now married (except separated)!!Estimate","Pennsylvania!!Now married (except separated)!!Margin of Error","Pennsylvania!!Widowed!!Estimate","Pennsylvania!!Widowed!!Margin of Error","Pennsylvania!!Divorced!!Estimate","Pennsylvania!!Divorced!!Margin of Error","Pennsylvania!!Separated!!Estimate","Pennsylvania!!Separated!!Margin of Error","Pennsylvania!!Never married!!Estimate","Pennsylvania!!Never married!!Margin of Error","South Carolina!!Total!!Estimate","South Carolina!!Total!!Margin of Error","South Carolina!!Now married (except separated)!!Estimate","South Carolina!!Now married (except separated)!!Margin of Error","South Carolina!!Widowed!!Estimate","South Carolina!!Widowed!!Margin of Error","South Carolina!!Divorced!!Estimate","South Carolina!!Divorced!!Margin of Error","South Carolina!!Separated!!Estimate","South Carolina!!Separated!!Margin of Error","South Carolina!!Never married!!Estimate","South Carolina!!Never married!!Margin of Error","South Dakota!!Total!!Estimate","South Dakota!!Total!!Margin of Error","South Dakota!!Now married (except separated)!!Estimate","South Dakota!!Now married (except separated)!!Margin of Error","South Dakota!!Widowed!!Estimate","South Dakota!!Widowed!!Margin of Error","South Dakota!!Divorced!!Estimate","South Dakota!!Divorced!!Margin of Error","South Dakota!!Separated!!Estimate","South Dakota!!Separated!!Margin of Error","South Dakota!!Never married!!Estimate","South Dakota!!Never married!!Margin of Error","Tennessee!!Total!!Estimate","Tennessee!!Total!!Margin of Error","Tennessee!!Now married (except separated)!!Estimate","Tennessee!!Now married (except separated)!!Margin of Error","Tennessee!!Widowed!!Estimate","Tennessee!!Widowed!!Margin of Error","Tennessee!!Divorced!!Estimate","Tennessee!!Divorced!!Margin of Error","Tennessee!!Separated!!Estimate","Tennessee!!Separated!!Margin of Error","Tennessee!!Never married!!Estimate","Tennessee!!Never married!!Margin of Error","Texas!!Total!!Estimate","Texas!!Total!!Margin of Error","Texas!!Now married (except separated)!!Estimate","Texas!!Now married (except separated)!!Margin of Error","Texas!!Widowed!!Estimate","Texas!!Widowed!!Margin of Error","Texas!!Divorced!!Estimate","Texas!!Divorced!!Margin of Error","Texas!!Separated!!Estimate","Texas!!Separated!!Margin of Error","Texas!!Never married!!Estimate","Texas!!Never married!!Margin of Error","Utah!!Total!!Estimate","Utah!!Total!!Margin of Error","Utah!!Now married (except separated)!!Estimate","Utah!!Now married (except separated)!!Margin of Error","Utah!!Widowed!!Estimate","Utah!!Widowed!!Margin of Error","Utah!!Divorced!!Estimate","Utah!!Divorced!!Margin of Error","Utah!!Separated!!Estimate","Utah!!Separated!!Margin of Error","Utah!!Never married!!Estimate","Utah!!Never married!!Margin of Error","Virginia!!Total!!Estimate","Virginia!!Total!!Margin of Error","Virginia!!Now married (except separated)!!Estimate","Virginia!!Now married (except separated)!!Margin of Error","Virginia!!Widowed!!Estimate","Virginia!!Widowed!!Margin of Error","Virginia!!Divorced!!Estimate","Virginia!!Divorced!!Margin of Error","Virginia!!Separated!!Estimate","Virginia!!Separated!!Margin of Error","Virginia!!Never married!!Estimate","Virginia!!Never married!!Margin of Error","Washington!!Total!!Estimate","Washington!!Total!!Margin of Error","Washington!!Now married (except separated)!!Estimate","Washington!!Now married (except separated)!!Margin of Error","Washington!!Widowed!!Estimate","Washington!!Widowed!!Margin of Error","Washington!!Divorced!!Estimate","Washington!!Divorced!!Margin of Error","Washington!!Separated!!Estimate","Washington!!Separated!!Margin of Error","Washington!!Never married!!Estimate","Washington!!Never married!!Margin of Error","Wisconsin!!Total!!Estimate","Wisconsin!!Total!!Margin of Error","Wisconsin!!Now married (except separated)!!Estimate","Wisconsin!!Now married (except separated)!!Margin of Error","Wisconsin!!Widowed!!Estimate","Wisconsin!!Widowed!!Margin of Error","Wisconsin!!Divorced!!Estimate","Wisconsin!!Divorced!!Margin of Error","Wisconsin!!Separated!!Estimate","Wisconsin!!Separated!!Margin of Error","Wisconsin!!Never married!!Estimate","Wisconsin!!Never married!!Margin of Error"
"Population 15 years and over","271,400,195","±38,679","48.0%","±0.1","5.5%","±0.1","10.6%","±0.1","1.7%","±0.1","34.2%","±0.1","4,113,516","±4,775","47.1%","±0.6","7.1%","±0.2","12.2%","±0.2","1.9%","±0.1","31.7%","±0.5","5,951,507","±1,943","48.7%","±0.4","5.1%","±0.1","11.6%","±0.2","1.5%","±0.1","33.1%","±0.3","2,445,206","±2,908","48.9%","±0.8","6.6%","±0.2","13.3%","±0.5","2.1%","±0.2","29.2%","±0.6","32,021,241","±3,954","46.4%","±0.2","4.6%","±0.1","8.9%","±0.1","1.9%","±0.1","38.2%","±0.1","3,018,535","±1,904","46.9%","±0.6","5.4%","±0.2","10.4%","±0.3","1.4%","±0.1","35.9%","±0.4","18,251,571","±4,332","47.4%","±0.3","6.4%","±0.1","12.5%","±0.2","1.9%","±0.1","31.7%","±0.2","8,731,410","±6,614","46.5%","±0.5","5.2%","±0.1","11.3%","±0.2","1.8%","±0.1","35.2%","±0.4","1,515,845","±2,250","54.8%","±1.1","4.8%","±0.3","11.9%","±0.6","1.1%","±0.2","27.4%","±0.8","10,376,721","±2,791","47.4%","±0.3","5.5%","±0.1","9.6%","±0.2","1.5%","±0.1","36.1%","±0.2","5,500,676","±3,481","49.2%","±0.5","5.7%","±0.2","12.5%","±0.3","1.1%","±0.1","31.4%","±0.3","2,354,938","±2,734","51.4%","±0.8","5.7%","±0.2","11.0%","±0.4","1.2%","±0.1","30.7%","±0.5","3,672,905","±3,143","49.0%","±0.7","6.6%","±0.2","12.6%","±0.4","1.8%","±0.1","29.9%","±0.4","3,725,807","±3,869","43.5%","±0.7","6.3%","±0.2","11.7%","±0.4","2.2%","±0.2","36.4%","±0.5","1,168,883","±1,352","51.6%","±1.0","5.8%","±0.3","13.2%","±0.6","0.8%","±0.1","28.6%","±0.7","5,042,297","±2,346","47.5%","±0.5","5.4%","±0.1","9.8%","±0.2","1.8%","±0.1","35.6%","±0.4","5,026,699","±3,537","49.4%","±0.5","6.0%","±0.2","11.8%","±0.3","1.7%","±0.1","31.1%","±0.4","1,563,814","±2,379","52.3%","±0.8","5.2%","±0.2","10.4%","±0.4","1.0%","±0.1","31.2%","±0.5","2,567,541","±1,697","45.1%","±0.7","5.4%","±0.2","12.8%","±0.4","1.8%","±0.2","35.0%","±0.5","1,180,473","±1,057","51.4%","±1.0","5.2%","±0.3","11.7%","±0.6","1.2%","±0.2","30.6%","±0.7","7,606,368","±1,578","49.9%","±0.4","5.5%","±0.1","8.5%","±0.2","1.7%","±0.1","34.4%","±0.3","1,728,213","±3,430","44.7%","±1.0","5.7%","±0.3","12.8%","±0.5","1.6%","±0.2","35.1%","±0.7","16,443,249","±3,366","44.4%","±0.3","5.6%","±0.1","9.1%","±0.1","2.2%","±0.1","38.7%","±0.2","8,660,874","±5,894","48.5%","±0.4","5.7%","±0.1","10.7%","±0.2","2.2%","±0.1","32.9%","±0.3","9,636,748","±3,285","47.2%","±0.4","6.0%","±0.1","11.9%","±0.2","1.5%","±0.1","33.4%","±0.3","3,195,710","±2,944","48.9%","±0.5","6.3%","±0.2","12.6%","±0.3","1.8%","±0.1","30.4%","±0.4","3,540,546","±2,506","48.8%","±0.5","4.9%","±0.2","12.7%","±0.3","1.3%","±0.1","32.5%","±0.4","10,766,654","±3,161","48.1%","±0.3","6.1%","±0.1","9.7%","±0.2","1.7%","±0.1","34.4%","±0.2","4,276,713","±3,426","47.9%","±0.6","6.6%","±0.2","10.5%","±0.3","2.2%","±0.2","32.8%","±0.4","711,925","±1,890","51.4%","±1.2","5.5%","±0.4","9.9%","±0.6","1.2%","±0.2","32.0%","±0.9","5,707,432","±4,785","48.8%","±0.4","6.3%","±0.2","11.9%","±0.3","1.9%","±0.1","31.1%","±0.4","23,373,981","±6,343","49.7%","±0.3","4.8%","±0.1","9.9%","±0.1","2.1%","±0.1","33.4%","±0.2","2,561,556","±2,855","55.3%","±0.7","3.5%","±0.2","8.6%","±0.3","1.2%","±0.1","31.5%","±0.5","7,088,043","±4,909","49.5%","±0.4","5.3%","±0.1","10.0%","±0.2","1.9%","±0.1","33.3%","±0.3","6,346,203","±3,114","50.7%","±0.4","4.4%","±0.1","11.4%","±0.2","1.3%","±0.1","32.2%","±0.3","4,852,416","±2,486","49.9%","±0.4","5.2%","±0.1","10.8%","±0.2","0.9%","±0.1","33.2%","±0.3"
"    AGE AND SEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Males 15 years and over","133,358,219","±30,876","49.7%","±0.1","2.6%","±0.1","9.2%","±0.1","1.5%","±0.1","37.1%","±0.1","1,973,279","±4,648","49.3%","±0.7","3.3%","±0.2","11.4%","±0.3","1.7%","±0.2","34.4%","±0.6","2,955,484","±2,202","49.5%","±0.5","2.5%","±0.1","9.9%","±0.3","1.4%","±0.1","36.7%","±0.4","1,195,066","±3,179","50.4%","±0.9","3.1%","±0.2","12.4%","±0.6","1.8%","±0.2","32.2%","±0.6","15,922,331","±4,843","47.9%","±0.2","2.0%","±0.1","7.1%","±0.1","1.6%","±0.1","41.4%","±0.2","1,468,595","±2,077","49.5%","±0.7","2.5%","±0.2","8.1%","±0.4","1.2%","±0.1","38.7%","±0.5","8,907,701","±5,918","49.7%","±0.4","3.0%","±0.1","10.7%","±0.2","1.7%","±0.1","34.8%","±0.2","4,207,788","±7,901","48.6%","±0.5","2.4%","±0.1","9.5%","±0.3","1.6%","±0.1","37.9%","±0.4","757,497","±2,400","55.7%","±1.2","2.2%","±0.3","10.8%","±0.7","0.9%","±0.2","30.4%","±1.0","5,092,734","±3,723","49.0%","±0.4","2.5%","±0.1","8.4%","±0.2","1.4%","±0.1","38.7%","±0.3","2,705,168","±4,502","50.8%","±0.6","2.7%","±0.2","11.5%","±0.4","0.9%","±0.1","34.1%","±0.4","1,174,169","±3,943","52.3%","±0.8","2.7%","±0.2","9.8%","±0.4","1.1%","±0.1","34.1%","±0.6","1,799,395","±4,192","50.1%","±0.8","3.2%","±0.2","11.5%","±0.4","1.5%","±0.2","33.7%","±0.5","1,804,755","±4,688","45.2%","±0.8","3.0%","±0.2","10.7%","±0.5","1.9%","±0.2","39.2%","±0.6","569,783","±1,820","53.3%","±1.1","2.8%","±0.3","12.0%","±0.7","0.8%","±0.2","31.0%","±0.9","2,428,942","±2,888","50.0%","±0.6","2.4%","±0.2","7.9%","±0.3","1.7%","±0.2","38.0%","±0.5","2,458,376","±4,294","50.9%","±0.6","2.8%","±0.2","10.8%","±0.4","1.5%","±0.1","33.9%","±0.5","780,043","±2,806","53.8%","±0.9","2.5%","±0.2","9.1%","±0.5","0.8%","±0.2","33.9%","±0.7","1,290,165","±2,044","45.6%","±0.8","2.8%","±0.3","11.7%","±0.6","1.6%","±0.2","38.3%","±0.7","585,971","±1,360","52.1%","±1.2","2.4%","±0.3","10.8%","±0.7","1.0%","±0.2","33.7%","±1.0","3,714,614","±2,310","52.1%","±0.4","2.5%","±0.1","6.9%","±0.2","1.4%","±0.1","37.1%","±0.3","853,853","±4,043","46.0%","±1.1","3.1%","±0.3","10.7%","±0.7","1.3%","±0.3","38.8%","±1.1","7,957,806","±4,238","46.9%","±0.3","2.5%","±0.1","7.4%","±0.1","1.8%","±0.1","41.3%","±0.3","4,184,722","±6,760","50.4%","±0.5","2.7%","±0.1","9.2%","±0.3","1.9%","±0.2","35.8%","±0.4","4,709,124","±4,456","48.4%","±0.4","3.1%","±0.1","10.7%","±0.2","1.4%","±0.1","36.4%","±0.3","1,575,096","±3,412","50.0%","±0.5","3.1%","±0.2","11.3%","±0.4","1.6%","±0.1","33.9%","±0.5","1,758,576","±3,262","49.7%","±0.7","2.3%","±0.2","10.8%","±0.4","1.1%","±0.1","36.1%","±0.6","5,275,218","±4,024","49.8%","±0.3","2.8%","±0.1","8.5%","±0.2","1.5%","±0.1","37.3%","±0.3","2,056,575","±4,133","50.4%","±0.7","3.1%","±0.2","9.3%","±0.4","2.0%","±0.2","35.2%","±0.5","358,839","±1,867","51.6%","±1.4","2.3%","±0.4","9.1%","±0.7","1.3%","±0.3","35.7%","±1.2","2,766,108","±4,766","50.7%","±0.5","3.1%","±0.2","10.7%","±0.3","1.7%","±0.2","33.9%","±0.5","11,592,742","±9,433","51.3%","±0.3","2.3%","±0.1","8.6%","±0.2","1.8%","±0.1","36.2%","±0.2","1,293,128","±3,388","55.1%","±0.8","1.7%","±0.2","7.5%","±0.4","1.1%","±0.2","34.6%","±0.7","3,473,594","±5,171","51.4%","±0.5","2.5%","±0.1","8.4%","±0.2","1.7%","±0.1","36.0%","±0.4","3,183,142","±4,044","51.6%","±0.5","2.1%","±0.1","9.5%","±0.3","1.1%","±0.1","35.7%","±0.4","2,417,315","±3,023","50.6%","±0.4","2.5%","±0.1","9.8%","±0.3","0.8%","±0.1","36.4%","±0.4"
